latitude,longitude,speed_knots,course,distance_nm,eta_hours
-5.95496,105.746872,4.0,311,25.97521591542648,6.49380397885662
-5.942253,105.731786,4.07,311,24.79467514222961,6.09205777450359
-5.929547,105.7167,4.15,311,23.614157272027807,5.690158378801881
-5.91684,105.701614,4.22,312,22.43358477440935,5.316015349386102
-5.904134,105.686528,4.29,312,21.25303524880465,4.9540874705838345
-5.891427,105.671442,4.36,313,20.072431163316647,4.603768615439598
-5.878721,105.656355,4.44,313,18.891804526952992,4.254910929493917
-5.866014,105.641269,4.51,313,17.71116898935038,3.9270884677051843
-5.853308,105.626183,4.58,314,16.5305565618542,3.6092918257323583
-5.840601,105.611097,4.65,314,15.349889709433443,3.301051550415794
-5.827895,105.596011,4.73,315,14.169246036103232,2.9956122697892664
-5.815188,105.580925,4.8,315,12.988548005365319,2.705947501117775
-5.802481,105.565839,4.87,315,11.807834436518275,2.424606660476032
-5.789775,105.550753,4.95,316,10.627144150124092,2.146897808105877
-5.777068,105.535667,5.02,316,9.4463996076988,1.8817529099001593
-5.764362,105.520581,5.09,317,8.26567841665281,1.6239053863757975
-5.751655,105.505495,5.16,317,7.084903037120892,1.3730432242482349
-5.738949,105.490408,5.24,317,5.90410547805966,1.1267376866526069
-5.726242,105.475322,5.31,318,4.723299396994555,0.8895102442550953
-5.713536,105.460236,5.38,318,3.5425168054237655,0.6584603727553467
-5.700829,105.44515,5.45,319,2.361680160080847,0.4333358091891462
-5.688123,105.430064,5.53,319,1.1808670733230007,0.21353834960632923
-5.50583,105.307442,0.2,66,1.8907756380513292,0.1890775638051329
-5.506077,105.307928,0.27,69,1.8581636358979423,0.18581636358979423
-5.506323,105.308414,0.34,72,1.8255789285847481,0.18255789285847482
-5.50657,105.3089,0.41,75,1.7929669477211678,0.1792966947721168
-5.506817,105.309386,0.48,78,1.7603549776884835,0.17603549776884836
-5.507064,105.309872,0.54,81,1.72774301849381,3.1995241083218704
-5.50731,105.310357,0.61,84,1.6952115901653735,2.779035393713727
-5.507557,105.310843,0.68,87,1.6625996524326936,2.4449994888716082
-5.507804,105.311329,0.75,90,1.6299877255470892,2.173316967396119
-5.508051,105.311815,0.82,93,1.5973758095148105,1.9480192798961105
-5.508297,105.312301,0.89,96,1.564791187552696,1.758192345564827
-5.508544,105.312787,0.96,99,1.5321792927846336,1.5960200966506601
-5.508791,105.313273,1.03,102,1.4995674088731663,1.4558906882263751
-5.509037,105.313759,1.1,105,1.466982819534023,1.33362074503093
-5.509284,105.314245,1.17,108,1.4343709568750014,1.2259580827991465
-5.509531,105.314731,1.23,111,1.4017591050747675,1.1396415488412743
-5.509778,105.315217,1.3,114,1.3691472641390525,1.0531902031838865
-5.510024,105.315703,1.37,117,1.3365627178683948,0.9755932247214559
-5.510271,105.316188,1.44,120,1.3040041342049775,0.9055584265312344
-5.510518,105.316674,1.51,123,1.2713923256222093,0.8419816725974896
-5.510764,105.31716,1.58,126,1.2388078112054597,0.7840555767123162
-5.511011,105.317646,1.65,129,1.2061960238392262,0.7310278932358947
-5.511258,105.318132,1.72,132,1.173584247355301,0.682316422880989
-5.511505,105.318618,1.79,135,1.1409724817668419,0.6374147942831518
-5.511751,105.319104,1.86,138,1.1083880104343007,0.5959075324915595
-5.511998,105.31959,1.92,141,1.075776266032397,0.5603001385585401
-5.512245,105.320076,1.99,144,1.0431645325295151,0.5242032826781483
-5.512492,105.320562,2.06,147,1.0105528099372934,0.49055961647441426
-5.512738,105.321048,2.13,150,0.9779683817302015,0.45914008531934347
-5.512985,105.321533,2.2,153,0.9454099162464246,0.42973178011201113
-5.513232,105.322019,2.27,156,0.912798226075124,0.4021137559802308
-5.513478,105.322505,2.34,159,0.8802138296007688,0.3761597562396448
-5.513725,105.322991,2.41,162,0.8476021605414459,0.35170214130350447
-5.513972,105.323477,2.48,165,0.8149905024263207,0.3286252025912583
-5.514219,105.323963,2.54,168,0.7823788552761961,0.30802317136858115
-5.514465,105.324449,2.61,171,0.749794501941016,0.28727758695058087
-5.514712,105.324935,2.68,174,0.7171828758410203,0.26760555068694786
-5.514959,105.325421,2.75,177,0.6845712607118984,0.2489350038952358
-5.515206,105.325907,2.82,180,0.6519596565869789,0.23119136758403508
-5.515452,105.326393,2.89,183,0.6193753464664508,0.21431672888112482
-5.515699,105.326879,2.96,186,0.5867637632994234,0.19823100111467007
-5.515946,105.327364,3.03,189,0.5542054277063639,0.18290608175127523
-5.516192,105.32785,3.1,192,0.5216211490119201,0.16826488677803875
-5.516439,105.328336,3.17,195,0.48900959831416224,0.15426170293822153
-5.516686,105.328822,3.23,198,0.4563980587046875,0.14129970857730265
-5.516933,105.329308,3.3,201,0.42378653025753044,0.12842016068410014
-5.517179,105.329794,3.37,204,0.3912022947444587,0.11608376698648626
-5.517426,105.33028,3.44,207,0.3585907869471971,0.10424150783348753
-5.517673,105.330766,3.51,210,0.32597929033392187,0.09287159268772703
-5.517919,105.331252,3.58,213,0.2933950891211616,0.08195393550870435
-5.518166,105.331738,3.65,216,0.2607836129157925,0.0714475651824089
-5.518413,105.332224,3.72,219,0.22817214787061055,0.06133659888994907
-5.51866,105.33271,3.79,222,0.19556069418066044,0.05159912775215315
-5.518906,105.333195,3.86,225,0.16302977016054432,0.042235691751436356
-5.519153,105.333681,3.92,228,0.13041833785635157,0.03326998414702846
-5.5194,105.334167,3.99,231,0.0978069177896189,0.024513011977348096
-5.519647,105.334653,4.06,234,0.06519551215522519,0.016058007920006206
-5.519893,105.335139,4.13,237,0.03261139141007541,0.007896220680405668
4.01419,96.159317,0.0,117,0.009605767282908545,0.0009605767282908545
4.014185,96.159319,0.0,117,0.009282856062727513,0.0009282856062727513
4.01418,96.159321,0.0,118,0.00895996699979047,0.0008959966999790471
4.014175,96.159322,0.0,119,0.008656807969515129,0.0008656807969515129
4.01417,96.159324,0.0,120,0.008333873539077725,0.0008333873539077725
4.014165,96.159326,0.0,121,0.008010962019858963,0.0008010962019858964
4.01416,96.159328,0.0,122,0.007688076298618705,0.0007688076298618705
4.014155,96.159329,0.0,123,0.007384918740572998,0.0007384918740572998
4.01415,96.159331,0.0,123,0.00706197999742847,0.000706197999742847
4.014145,96.159333,0.0,124,0.006739068076272315,0.0006739068076272315
4.01414,96.159335,0.0,125,0.0064161870273542415,0.0006416187027354242
4.014135,96.159336,0.0,126,0.006113031626145543,0.0006113031626145543
4.01413,96.159338,0.0,127,0.005790086793922298,0.0005790086793922299
4.014125,96.15934,0.0,128,0.005467174305050474,0.0005467174305050474
4.01412,96.159342,0.0,129,0.005144300249949617,0.0005144300249949617
4.014114,96.159344,0.0,130,0.004764689100426853,0.0004764689100426853
4.014109,96.159345,0.0,130,0.00446159098967347,0.000446159098967347
4.014104,96.159347,0.0,131,0.004138616348492063,0.00041386163484920626
4.014099,96.159349,0.0,132,0.0038156830031471083,0.0003815683003147108
4.014094,96.159351,0.0,133,0.003492802408538547,0.0003492802408538547
4.014089,96.159352,0.0,134,0.0031897323815999437,0.0003189732381599944
4.014084,96.159354,0.0,135,0.0028667327302056623,0.0002866732730205662
4.014079,96.159356,0.0,136,0.0025437886720812144,0.00025437886720812143
4.014074,96.159358,0.0,136,0.002220924459613354,0.0002220924459613354
4.014069,96.159359,0.0,137,0.001917921148063174,0.0001917921148063174
4.014064,96.159361,0.0,138,0.0015948661935891474,0.00015948661935891474
4.014059,96.159363,0.0,139,0.0012718943378362366,0.00012718943378362365
4.014054,96.159365,0.0,140,0.0009490904190161035,9.490904190161035e-05
4.014049,96.159366,0.0,141,0.0006464369839671284,6.464369839671284e-05
4.014044,96.159368,0.0,142,0.00032321849211949154,3.232184921194915e-05
-0.266033,117.670372,0.0,114,0.06627591088922488,0.006627591088922488
-0.266002,117.670326,0.0,117,0.06294545009277473,0.006294545009277473
-0.265971,117.67028,0.0,120,0.05961498947867534,0.005961498947867534
-0.265941,117.670235,0.0,124,0.05636785555960829,0.0056367855559608295
-0.26591,117.670189,0.0,127,0.053037394383970655,0.005303739438397065
-0.265879,117.670143,0.0,131,0.04970693337965688,0.0049706933379656875
-0.265848,117.670097,0.0,134,0.04637647258608657,0.004637647258608657
-0.265817,117.670051,0.0,137,0.043046012050684285,0.004304601205068428
-0.265787,117.670006,0.0,141,0.039798878123526664,0.003979887812352667
-0.265756,117.66996,0.0,144,0.03646841680758419,0.003646841680758419
-0.265725,117.669914,0.0,148,0.033137955729054404,0.0033137955729054406
-0.265694,117.669868,0.0,151,0.029807494969446825,0.0029807494969446824
-0.265663,117.669822,0.0,154,0.02647703465128106,0.002647703465128106
-0.265633,117.669777,0.0,158,0.023229900768341916,0.0023229900768341914
-0.265602,117.669731,0.0,161,0.019899439163656434,0.001989943916365643
-0.265571,117.669685,0.0,165,0.01656897793623053,0.001656897793623053
-0.26554,117.669639,0.0,168,0.013238517371636926,0.0013238517371636925
-0.265509,117.669593,0.0,171,0.009908058146622205,0.0009908058146622205
-0.265479,117.669548,0.0,175,0.006660925171390564,0.0006660925171390564
-0.265448,117.669502,0.0,178,0.0033304625885666253,0.00033304625885666254
-6.4326,110.725601,0.0,145,0.006813838093394948,0.0006813838093394948
-6.432604,110.725603,0.0,140,0.006545803580346244,0.0006545803580346244
-6.432607,110.725605,0.0,136,0.006330673765306092,0.0006330673765306092
-6.432611,110.725607,0.0,132,0.006062624104508337,0.0006062624104508337
-6.432614,110.725609,0.0,128,0.00584753406074788,0.0005847534060747881
-6.432618,110.725611,0.0,123,0.00557946781105167,0.000557946781105167
-6.432621,110.725613,0.0,119,0.005364425632790399,0.0005364425632790399
-6.432625,110.725615,0.0,115,0.005096341293377585,0.0005096341293377585
-6.432629,110.725616,0.0,111,0.004856567613491738,0.0004856567613491738
-6.432632,110.725618,0.0,106,0.004641332034833159,0.00046413320348331585
-6.432636,110.72562,0.0,102,0.004373329953009358,0.00043733299530093576
-6.432639,110.725622,0.0,98,0.004158135002338736,0.00041581350023387365
-6.432643,110.725624,0.0,94,0.0038901110865283872,0.0003890111086528387
-6.432646,110.725626,0.0,89,0.00367496854774319,0.000367496854774319
-6.43265,110.725628,0.0,85,0.003406919009407001,0.0003406919009407001
-6.432654,110.72563,0.0,81,0.003138890368291134,0.00031388903682911336
-6.432657,110.725632,0.0,77,0.002923767003325502,0.0002923767003325502
-6.432661,110.725634,0.0,72,0.002655706089802366,0.0002655706089802366
-6.432664,110.725636,0.0,68,0.0024406788648995105,0.00024406788648995105
-6.432668,110.725638,0.0,64,0.0021725792045620587,0.00021725792045620588
-6.432671,110.72564,0.0,60,0.0019577018731403266,0.00019577018731403267
-6.432675,110.725641,0.0,55,0.0017177656624610817,0.00017177656624610817
-6.432679,110.725643,0.0,51,0.0014499398411633219,0.00014499398411633218
-6.432682,110.725645,0.0,47,0.0012344774207918112,0.00012344774207918112
-6.432686,110.725647,0.0,43,0.0009666265593883861,9.666265593883861e-05
-6.432689,110.725649,0.0,38,0.0007512214022500628,7.512214022500628e-05
-6.432693,110.725651,0.0,34,0.000483313278861841,4.83313278861841e-05
-6.432696,110.725653,0.0,30,0.00026817185691785925,2.6817185691785927e-05
1.98453,118.16552,0.2,270,0.026615774653828337,0.002661577465382834
1.984512,118.165518,0.21,264,0.025528477962674722,0.002552847796267472
1.984493,118.165515,0.23,258,0.02437429163693471,0.0024374291636934707
1.984475,118.165513,0.24,252,0.023286981331796797,0.0023286981331796797
1.984457,118.165511,0.25,246,0.02219967697615283,0.002219967697615283
1.984438,118.165509,0.26,240,0.02105279037165295,0.002105279037165295
1.98442,118.165506,0.28,234,0.019958200704005963,0.0019958200704005965
1.984402,118.165504,0.29,228,0.018870886712001107,0.0018870886712001108
1.984383,118.165502,0.3,223,0.017723985324712165,0.0017723985324712165
1.984365,118.1655,0.31,217,0.016636692090170435,0.0016636692090170435
1.984347,118.165498,0.33,211,0.015549409737366014,0.0015549409737366014
1.984328,118.165495,0.34,205,0.01439519245702641,0.001439519245702641
1.98431,118.165493,0.35,199,0.013307887340033634,0.0013307887340033634
1.984292,118.165491,0.36,193,0.012220593954547429,0.001222059395454743
1.984273,118.165488,0.38,187,0.011066422760794253,0.0011066422760794253
1.984255,118.165486,0.39,181,0.0099791003592027,0.00099791003592027
1.984237,118.165484,0.4,176,0.008891789853905692,0.0008891789853905692
1.984218,118.165482,0.41,170,0.007744915297561462,0.0007744915297561463
1.9842,118.16548,0.42,164,0.00665766278601148,0.0006657662786011479
1.984182,118.165477,0.44,158,0.005563018409819996,0.0005563018409819996
1.984163,118.165475,0.45,152,0.004416098498086856,0.0004416098498086856
1.984145,118.165473,0.46,146,0.0033288313940796526,0.0003328831394079653
1.984127,118.16547,0.47,140,0.0022344255868240177,0.00022344255868240177
1.984108,118.165468,0.49,134,0.0010873710438711155,0.00010873710438711154
-3.41919,116.612396,13.1,24,119.74627954445351,9.140937369805613
-3.369809,116.63403,13.09,24,116.51028747274515,8.900709508995046
-3.320428,116.655665,13.08,25,113.27424493508927,8.660110469043522
-3.271047,116.677299,13.08,26,110.03820042035706,8.412706454155739
-3.221667,116.698933,13.07,27,106.8021852609991,8.17155204751332
-3.172286,116.720567,13.06,28,103.5660898540237,7.930022194029379
-3.122905,116.742202,13.05,29,100.32994552721877,7.688118431204503
-3.073524,116.763836,13.04,29,97.09380077654943,7.445843617833546
-3.024143,116.78547,13.04,30,93.8576319355054,7.197671160698267
-2.974762,116.807105,13.03,31,90.62141533410863,6.954828498396672
-2.925381,116.828739,13.02,32,87.3851994734209,6.711612862781943
-2.876,116.850373,13.01,33,84.1489606842772,6.468021574502475
-2.82662,116.872008,13.0,34,80.91273029030414,6.224056176177242
-2.777239,116.893642,12.99,34,77.67644680529577,5.979711070461568
-2.727858,116.915276,12.99,35,74.4401415535731,5.7305728678655194
-2.678477,116.93691,12.98,36,71.20381492234536,5.4856560032623545
-2.629096,116.958545,12.97,37,67.9674432359033,5.24035799814212
-2.579715,116.980179,12.96,38,64.73107500645308,4.994681713460886
-2.530334,117.001813,12.95,39,61.4946865590369,4.748624444713275
-2.480954,117.023448,12.95,39,58.25830921238935,4.498711136091842
-2.431573,117.045082,12.94,40,55.02188148978006,4.252077394882539
-2.382192,117.066716,12.93,41,51.785434710598246,4.005060689141396
-2.332811,117.088351,12.92,42,48.54894519469161,3.7576582968027563
-2.28343,117.109985,12.91,43,45.312461462947034,3.5098730800113893
-2.234049,117.131619,12.91,44,42.075959835904484,3.2591758199771097
-2.184668,117.153253,12.9,44,38.839440700630185,3.0108093566379988
-2.135288,117.174888,12.89,45,35.602935371377654,2.76205860134815
-2.085907,117.196522,12.88,46,32.366382380144906,2.512917886657213
-2.036526,117.218156,12.87,47,29.129813041807765,2.2633887367372
-1.987145,117.239791,12.86,48,25.8932036715302,2.013468403695972
-1.937764,117.261425,12.86,49,22.656602799384533,1.7617887091278799
-1.888383,117.283059,12.85,49,19.41998674117904,1.5112830148777465
-1.839002,117.304694,12.84,50,16.183331810232417,1.260384097370126
-1.789621,117.326328,12.83,51,12.94668654024333,1.0090948199722003
-1.740241,117.347962,12.82,52,9.71008224266098,0.7574167115960202
-1.69086,117.369596,12.82,53,6.4734093094716,0.5049461239837442
-1.641479,117.391231,12.81,54,3.2366990492134313,0.25266971500495167
-6.818048,113.82325,10.6,272,71.7994802063611,6.773535868524632
-6.824675,113.801063,10.4,274,70.4182433225228,6.770984934857961
-6.831302,113.778877,10.2,277,69.03708099321219,6.7683412738443325
-6.837929,113.75669,9.99,280,67.65587910529483,6.7723602708002835
-6.844556,113.734504,9.79,283,66.27475180643675,6.769637569605389
-6.851183,113.712317,9.59,285,64.89358498524481,6.766797183028657
-6.85781,113.690131,9.39,288,63.51249278765793,6.763843747354412
-6.864437,113.667944,9.19,291,62.131361104022325,6.760757465073159
-6.871064,113.645757,8.98,294,60.7502470159522,6.765060914916726
-6.877691,113.623571,8.78,297,59.3692076033214,6.761868747530912
-6.884318,113.601384,8.58,299,57.988128759096966,6.758523165395917
-6.890945,113.579198,8.38,302,56.60712462488431,6.755026804878795
-6.897572,113.557011,8.18,305,55.22608109539652,6.75135465713894
-6.904199,113.534824,7.97,308,53.84505525008652,6.755966781692161
-6.910826,113.512638,7.77,311,52.464104166661606,6.752136958386307
-6.917453,113.490451,7.57,313,51.083113742466885,6.748099569678584
-6.92408,113.468265,7.37,316,49.70219811475577,6.743853204173103
-6.930707,113.446078,7.17,319,48.32124318262632,6.739364460617339
-6.937334,113.423892,6.97,322,46.94036308158765,6.734628849582159
-6.943961,113.401705,6.76,324,45.55944371249596,6.739562679363308
-6.950588,113.379518,6.56,327,44.17854215176647,6.734533864598548
-6.957215,113.357332,6.36,330,42.79771547405799,6.729200546235532
-6.963842,113.335145,6.16,333,41.41684958287092,6.72351454267385
-6.970469,113.312959,5.96,336,40.03605860934203,6.71745949821175
-6.977096,113.290772,5.75,338,38.6552284587316,6.722648427605495
-6.983723,113.268586,5.55,341,37.27447326042541,6.716121308184759
-6.99035,113.246399,5.35,344,35.89367892145008,6.709098863822446
-6.996977,113.224212,5.15,347,34.51290251516775,6.701534468964612
-7.003604,113.202026,4.95,350,33.13220111317718,6.693373962258017
-7.010231,113.179839,4.74,352,31.751460625162526,6.698620385055385
-7.016858,113.157653,4.54,355,30.37079517611238,6.689602461698763
-7.023485,113.135466,4.34,358,28.990090677482513,6.679744395733298
-7.030112,113.11328,4.14,1,27.60946125250405,6.668951993358467
-7.036739,113.091093,3.94,4,26.22879281440266,6.657054013807782
-7.043366,113.068906,3.73,6,24.84814243347655,6.661700384310067
-7.049993,113.04672,3.53,9,23.467567178244057,6.648036027831178
-7.05662,113.024533,3.33,12,22.086952964607377,6.632718607990204
-7.063247,113.002347,3.13,15,20.70641391137768,6.615467703315553
-7.069874,112.98016,2.93,17,19.325835936234775,6.595848442400946
-7.076501,112.957974,2.72,20,17.94533315622385,6.597548954494062
-7.083128,112.935787,2.52,23,16.564791490803664,6.573329956668121
-7.089755,112.9136,2.32,26,15.184268007189955,6.544943106547395
-7.096382,112.891414,2.12,29,13.8038197708078,6.511235740947075
-7.103009,112.869227,1.92,31,12.423332703807299,6.470485783232968
-7.109636,112.847041,1.72,34,11.042920918793596,6.420302859763719
-7.116263,112.824854,1.51,37,9.662470339696213,6.398986979931267
-7.12289,112.802667,1.31,40,8.282038031523562,6.322166436277528
-7.129517,112.780481,1.11,43,6.901681057474821,6.217730682409749
-7.136144,112.758294,0.91,45,5.521285344190152,6.06734653207709
-7.142771,112.736108,0.71,48,4.140964999812926,5.832345070159051
-7.149398,112.713921,0.5,51,2.7606059527677735,0.27606059527677734
-7.156025,112.691735,0.3,54,1.380322309440471,0.1380322309440471
-5.880742,106.032112,0.1,185,0.0019049372702392633,0.00019049372702392633
-5.880743,106.032113,0.1,190,0.001824027264932094,0.00018240272649320941
-5.880744,106.032113,0.1,195,0.0017708805846067559,0.0001770880584606756
-5.880745,106.032114,0.1,200,0.0016899292761547436,0.00016899292761547437
-5.880747,106.032115,0.1,206,0.001555833969069708,0.0001555833969069708
-5.880748,106.032115,0.1,211,0.0015027976500170074,0.00015027976500170073
-5.880749,106.032116,0.1,216,0.001421742102334648,0.00014217421023346482
-5.88075,106.032116,0.1,221,0.001368777363507788,0.00013687773635077878
-5.880751,106.032117,0.1,227,0.0012876547497673906,0.00012876547497673907
-5.880752,106.032118,0.1,232,0.0012070218645627467,0.00012070218645627467
-5.880754,106.032118,0.1,237,0.001100804937169654,0.00011008049371696541
-5.880755,106.032119,0.1,242,0.0010195007140026604,0.00010195007140026604
-5.880756,106.032119,0.1,248,0.0009668716846280663,9.668716846280663e-05
-5.880757,106.03212,0.1,253,0.000885440289796358,8.85440289796358e-05
-5.880758,106.032121,0.1,258,0.000804681241955609,8.04681241955609e-05
-5.880759,106.032121,0.1,263,0.0007513988232977963,7.513988232977963e-05
-5.880761,106.032122,0.1,269,0.000617388662651296,6.17388662651296e-05
-5.880762,106.032123,0.1,274,0.0005364541610340231,5.3645416103402316e-05
-5.880763,106.032123,0.1,279,0.00048343584157123425,4.8343584157123425e-05
-5.880764,106.032124,0.1,284,0.0004023406208858565,4.023406208858565e-05
-5.880765,106.032125,0.1,290,0.00032309360727187064,3.2309360727187065e-05
-5.880767,106.032125,0.1,295,0.00021612905452851613,2.1612905452851615e-05
-5.880768,106.032126,0.1,300,0.00013411354019965868,1.3411354019965868e-05
-5.880769,106.032126,0.1,305,8.46868991284176e-05,8.46868991284176e-06
-5.515274,105.341797,0.0,219,7.760985590261113,0.7760985590261112
-5.517379,105.342257,0.0,217,7.631645152703648,0.7631645152703648
-5.519485,105.342716,0.0,215,7.502258749774442,0.7502258749774442
-5.52159,105.343176,0.0,214,7.372918353598971,0.7372918353598971
-5.523695,105.343635,0.0,212,7.243590664169968,0.7243590664169968
-5.5258,105.344095,0.0,211,7.114250309457689,0.7114250309457689
-5.527906,105.344554,0.0,209,6.9848639893289475,0.6984863989328948
-5.530011,105.345014,0.0,208,6.855523676056874,0.6855523676056874
-5.532116,105.345473,0.0,206,6.726196069475675,0.6726196069475675
-5.534221,105.345933,0.0,205,6.596855797728287,0.6596855797728287
-5.536327,105.346393,0.0,203,6.4674568747387235,0.6467456874738724
-5.538432,105.346852,0.0,202,6.338129330286402,0.6338129330286402
-5.540537,105.347312,0.0,200,6.208789120985599,0.6208789120985598
-5.542642,105.347771,0.0,199,6.079461618022478,0.6079461618022478
-5.544748,105.348231,0.0,197,5.950062778176003,0.5950062778176003
-5.546853,105.34869,0.0,196,5.820735316795005,0.5820735316795005
-5.548958,105.34915,0.0,194,5.691395190675648,0.5691395190675648
-5.551064,105.349609,0.0,192,5.562009098785452,0.5562009098785452
-5.553169,105.350069,0.0,191,5.4326690142663345,0.5432669014266335
-5.555274,105.350528,0.0,189,5.303341636092746,0.5303341636092747
-5.557379,105.350988,0.0,188,5.174001593270802,0.5174001593270802
-5.559485,105.351448,0.0,186,5.044602899324104,0.5044602899324104
-5.56159,105.351907,0.0,185,4.915275583518622,0.49152755835186224
-5.563695,105.352367,0.0,183,4.785935603425013,0.47859356034250133
-5.5658,105.352826,0.0,182,4.65660832928041,0.46566083292804106
-5.567906,105.353286,0.0,180,4.52720971881489,0.452720971881489
-5.570011,105.353745,0.0,179,4.39788248644342,0.43978824864434196
-5.572116,105.354205,0.0,177,4.268542589860353,0.42685425898603524
-5.574221,105.354664,0.0,176,4.139215399215705,0.4139215399215705
-5.576327,105.355124,0.0,174,4.0098168723492895,0.40098168723492894
-5.578432,105.355583,0.0,173,3.880489723556233,0.3880489723556233
-5.580537,105.356043,0.0,171,3.75114991059166,0.375114991059166
-5.582643,105.356503,0.0,169,3.6217514466407534,0.36217514466407535
-5.584748,105.356962,0.0,168,3.4924243604406215,0.34924243604406213
-5.586853,105.357422,0.0,166,3.3630846105015677,0.33630846105015677
-5.588958,105.357881,0.0,165,3.233757566132956,0.3233757566132956
-5.591064,105.358341,0.0,163,3.104359185994,0.3104359185994
-5.593169,105.3588,0.0,162,2.975032183608052,0.2975032183608052
-5.595274,105.35926,0.0,160,2.8456925174901655,0.28456925174901654
-5.597379,105.359719,0.0,159,2.716365557006182,0.27163655570061823
-5.599485,105.360179,0.0,157,2.586967260787022,0.2586967260787022
-5.60159,105.360639,0.0,156,2.457627657919081,0.2457627657919081
-5.603695,105.361098,0.0,154,2.3283007601718073,0.23283007601718073
-5.6058,105.361558,0.0,153,2.1989611993889637,0.21989611993889638
-5.607906,105.362017,0.0,151,2.0695756715471694,0.20695756715471694
-5.610011,105.362477,0.0,150,1.9402361526973408,0.19402361526973408
-5.612116,105.362936,0.0,148,1.8109093390776196,0.18109093390776196
-5.614222,105.363396,0.0,146,1.6815111901923616,0.16815111901923616
-5.616327,105.363855,0.0,145,1.552184418832824,0.1552184418832824
-5.618432,105.364315,0.0,143,1.4228449840438397,0.14228449840438398
-5.620537,105.364775,0.0,142,1.2935055710038013,0.12935055710038013
-5.622643,105.365234,0.0,140,1.1641201900743048,0.11641201900743048
-5.624748,105.365694,0.0,139,1.0347808190049481,0.10347808190049482
-5.626853,105.366153,0.0,137,0.9054541525087715,0.09054541525087714
-5.628958,105.366613,0.0,136,0.7761148237728762,0.07761148237728763
-5.631064,105.367072,0.0,134,0.6467295274757847,0.06467295274757848
-5.633169,105.367532,0.0,133,0.5173902405389353,0.05173902405389354
-5.635274,105.367991,0.0,131,0.3880636588850531,0.03880636588850531
-5.637379,105.368451,0.0,130,0.2587244142593574,0.025872441425935738
-5.639485,105.36891,0.0,128,0.12933920556073325,0.012933920556073324
-5.527833,112.711624,12.7,250,94.91921071654828,7.473953599728211
-5.548227,112.66278,12.7,249,91.75386182539263,7.224713529558476
-5.568622,112.613936,12.7,249,88.58858249049081,6.975478936259119
-5.589016,112.565092,12.7,249,85.4234196664782,6.726253517045528
-5.609411,112.516247,12.7,248,82.25827202461345,6.47702929327665
-5.629805,112.467403,12.7,248,79.09329665387578,6.227818634163448
-5.6502,112.418559,12.7,248,75.92839223203102,5.978613561577245
-5.670594,112.369715,12.7,248,72.76360569908479,5.72941777158148
-5.690989,112.320871,12.7,247,69.59889081192745,5.480227622986414
-5.711383,112.272027,12.7,247,66.43429450311147,5.23104681126862
-5.731778,112.223183,12.7,247,63.26977053736458,4.981871695855479
-5.752172,112.174339,12.7,247,60.10536583970119,4.732705971630016
-5.772567,112.125494,12.7,246,56.94097912172542,4.483541663127986
-5.792961,112.07665,12.7,246,53.77676742410424,4.23439113575624
-5.813356,112.027806,12.7,246,50.612629465263076,3.985246414587644
-5.83375,111.978962,12.7,246,47.44861215493642,3.7361111933020803
-5.854144,111.930118,12.7,245,44.28469255815045,3.486983665996098
-5.874539,111.881274,12.7,245,41.120847747940175,3.2378620273968646
-5.894933,111.83243,12.7,245,37.957124622395256,2.9887499702673432
-5.915328,111.783585,12.7,244,34.79342192963056,2.7396395220181544
-5.935722,111.734741,12.7,244,31.629896666724537,2.4905430446239794
-5.956117,111.685897,12.7,244,28.466447588873507,2.2414525660530322
-5.976511,111.637053,12.7,244,25.303121578340853,1.9923717778221146
-5.996906,111.588209,12.7,243,22.139872452733936,1.7432970435223574
-6.0173,111.539365,12.7,243,18.97674708623075,1.4942320540339173
-6.037695,111.490521,12.7,243,15.81369930494376,1.245173173617619
-6.058089,111.441677,12.7,243,12.650775974862944,0.9961240925088932
-6.078484,111.392832,12.7,242,9.48787588736962,0.747076841525167
-6.098878,111.343988,12.7,242,6.325155988097322,0.4980437785903403
-6.119273,111.295144,12.7,242,3.162515075863828,0.24901693510738804
3.683287,99.769249,8.3,295,44.80035855871506,5.397633561290971
3.697493,99.734674,8.31,294,42.56004604249668,5.121545853489372
3.711698,99.700098,8.32,294,40.319731685930115,4.8461215968666
3.725904,99.665523,8.33,293,38.07948063094133,4.57136622220184
3.740109,99.630948,8.34,293,35.83928336418373,4.2972761827558426
3.754315,99.596373,8.35,292,33.59909424453037,4.023843622099446
3.76852,99.561797,8.36,292,31.35890375765881,3.7510650427821544
3.782726,99.527222,8.37,291,29.11877704856819,3.4789458839388523
3.796931,99.492647,8.38,291,26.878704598813204,3.207482649023055
3.811137,99.458072,8.39,290,24.63864077461595,2.9366675535895053
3.825343,99.423496,8.4,290,22.39855318258525,2.666494426498244
3.839548,99.388921,8.41,289,20.15857559266135,2.3969768837885077
3.853754,99.354346,8.42,289,17.918606987392952,2.128100592326954
3.867959,99.319771,8.43,288,15.678693230478459,1.8598687106142893
3.882165,99.285196,8.44,288,13.43878869771715,1.5922735423835488
3.89637,99.25062,8.45,287,11.198883862806143,1.325311699740372
3.910576,99.216045,8.46,287,8.959043878278566,1.058988638094393
3.924781,99.18147,8.47,286,6.719259213574933,0.7933009697254938
3.938987,99.146895,8.48,286,4.479484252176143,0.5282410674736018
3.953192,99.112319,8.49,285,2.239709462497782,0.26380559040020984
